system,score
C,2.9695473251028806
fastpitch_wg,3.796116504854369
fastpitch_wn,3.9827586206896552
K,3.471993410214168
N,3.013179571663921
natural16,4.397292250233427
tacotron_wg,3.4073275862068964
tacotron_wn,3.550646551724138
